Keywords	Search Volume (Average)	Search Volume (Feb 2019)	Search Volume (Mar 2019)	Search Volume (Apr 2019)	Search Volume (May 2019)	Search Volume (Jun 2019)	Search Volume (Jul 2019)	Search Volume (Aug 2019)	Search Volume (Sep 2019)	Search Volume (Oct 2019)	Search Volume (Nov 2019)	Search Volume (Dec 2019)	Search Volume (Jan 2020)	Trend	total_volume
single use plastic items in india	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	-100.0	20.0
single use plastic in the philippines	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
single use plastic in hospitals	10.0	0.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	30.0
single use plastic impact on environment	10.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	10.0	0.0	60.0
single-use plastic meaning	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
single use plastic items list	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0	10.0	10.0	0.0	50.0
single use plastic materials	10.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	30.0
single use plastic harmful	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	-100.0	30.0
single use plastic in amazon india	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	20.0
single use plastic petition	10.0	0.0	0.0	10.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	30.0
single use plastic sustainability	10.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	10.0	10.0	10.0	0.0	10.0	0.0	70.0
single use plastic south africa	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
single use plastic slogans	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	10.0	0.0	40.0
single use plastic ban philippines	10.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	10.0	0.0	-100.0	50.0
single use plastic ban countries	10.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	-100.0	70.0
single use plastic ban europe	10.0	0.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	0.0	-100.0	100.0
single use plastic consequences	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	20.0
single use plastic carbon footprint	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	10.0	0.0	10.0	0.0	50.0
single use plastic awareness campaign	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	20.0
single-use plastic pollution	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	0.0	120.0
single-use plastic statistics	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	10.0	10.0	0.0	140.0
single-use plastic water bottles	10.0	0.0	10.0	10.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	10.0	0.0	-100.0	60.0
single-use plastic bags ban	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	0.0	120.0
single-use plastic facts	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	120.0
single-use plastic packaging	10.0	0.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	0.0	0.0	0.0	-100.0	80.0
single-use plastic alternatives	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	10.0	0.0	140.0
single-use plastic products	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	0.0	110.0
single-use plastics directive	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
single-use plastics a roadmap for sustainability	10.0	0.0	0.0	0.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	0.0	80.0
single-use plastic definition	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
single-use plastic ban canada	10.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	10.0	10.0	0.0	50.0
single-use plastic items	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	-100.0	110.0
single-use plastic bottles	10.0	10.0	20.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	140.0
single-use plastic examples	10.0	10.0	10.0	10.0	20.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	100.0	150.0
single-use plastic philippines	10.0	10.0	10.0	0.0	10.0	0.0	0.0	10.0	0.0	10.0	10.0	10.0	10.0	0.0	90.0
single use plastic amazon percentage	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	20.0
single use plastic a roadmap for sustainability	10.0	0.0	0.0	0.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	0.0	80.0
single use plastic alternative materials	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	-100.0	20.0
single use plastic alternatives uk	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	-100.0	30.0
single-use plastic directive	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
single-use plastic ban eu	10.0	0.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	0.0	-100.0	100.0
single-use plastic ban india	10.0	10.0	0.0	0.0	0.0	10.0	10.0	10.0	20.0	20.0	10.0	10.0	10.0	0.0	120.0
single use plastic environmental impact	10.0	0.0	0.0	10.0	10.0	10.0	10.0	0.0	10.0	0.0	0.0	0.0	0.0	-100.0	60.0
single use plastic effects on environment	10.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	10.0	10.0	0.0	0.0	10.0	0.0	60.0
single use plastic europe	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	0.0	10.0	0.0	110.0
where to buy takeaway coffee cups	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	-100.0	20.0
where to get takeaway near me	10.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
where to buy takeaway yusheng	10.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	50.0	60.0
can takeaway pizza boxes be recycled	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	20.0
can takeaway coffee cups be recycled	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	10.0	0.0	30.0
can takeaway containers be recycled	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	-100.0	20.0
where to buy takeaway containers	10.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	10.0	0.0	0.0	0.0	0.0	-100.0	40.0
what takeaway shops are open	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
what takeaway should i get	10.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
what takeaway should i have for dinner tonight	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	-100.0	20.0
is takeaway food bad for you	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0	-100.0	30.0
is takeaway one word	10.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	10.0	0.0	0.0	0.0	0.0	-100.0	40.0
how many takeaways a week	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
how many takeaways are there in the uk	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
cheap takeaway	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	0.0	120.0
where to buy takeaway food containers	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	0.0	0.0	0.0	10.0	0.0	-100.0	80.0
restaurants	201000.0	110000.0	135000.0	135000.0	165000.0	165000.0	165000.0	165000.0	165000.0	201000.0	450000.0	165000.0	135000.0	23.0	2357000.0
food	74000.0	49500.0	60500.0	60500.0	74000.0	74000.0	90500.0	90500.0	90500.0	90500.0	74000.0	74000.0	74000.0	49.0	976500.0
pizza	22200.0	18100.0	18100.0	18100.0	22200.0	18100.0	22200.0	22200.0	22200.0	22200.0	22200.0	22200.0	22200.0	23.0	272200.0
delivery	5400.0	5400.0	5400.0	5400.0	5400.0	5400.0	5400.0	5400.0	5400.0	5400.0	5400.0	4400.0	5400.0	0.0	69200.0
food delivery	5400.0	5400.0	5400.0	5400.0	5400.0	5400.0	5400.0	4400.0	4400.0	4400.0	4400.0	4400.0	4400.0	-19.0	64200.0
fast food	2900.0	2400.0	2900.0	2900.0	2900.0	2900.0	3600.0	3600.0	3600.0	3600.0	3600.0	2900.0	3600.0	50.0	41400.0
pizza delivery	2900.0	2900.0	2900.0	2900.0	2900.0	2900.0	2400.0	2900.0	2400.0	2400.0	2400.0	3600.0	2400.0	-17.0	35900.0
halal food delivery	1000.0	1300.0	1300.0	1300.0	1600.0	1300.0	1000.0	1000.0	880.0	880.0	880.0	720.0	590.0	-55.0	13750.0
order food online	1000.0	880.0	1000.0	1000.0	1000.0	1000.0	880.0	1000.0	1000.0	1000.0	1000.0	1000.0	880.0	0.0	12640.0
food delivery near me	720.0	720.0	720.0	720.0	880.0	880.0	880.0	720.0	720.0	720.0	590.0	590.0	590.0	-18.0	9450.0
free food delivery	590.0	480.0	590.0	480.0	480.0	480.0	480.0	590.0	590.0	720.0	880.0	480.0	320.0	-33.0	7160.0
indian food delivery	590.0	590.0	720.0	590.0	720.0	590.0	590.0	480.0	480.0	720.0	590.0	320.0	390.0	-34.0	7370.0
just eat	480.0	320.0	320.0	390.0	720.0	720.0	720.0	390.0	390.0	390.0	390.0	320.0	480.0	50.0	6030.0
take out	480.0	390.0	590.0	480.0	480.0	480.0	590.0	590.0	590.0	480.0	480.0	480.0	480.0	23.0	6590.0
food delivery service	390.0	320.0	390.0	320.0	390.0	390.0	390.0	390.0	320.0	320.0	320.0	390.0	390.0	22.0	4720.0
take away meaning	390.0	320.0	390.0	390.0	390.0	260.0	480.0	390.0	390.0	480.0	390.0	260.0	390.0	22.0	4920.0
order food	390.0	320.0	320.0	320.0	390.0	390.0	390.0	390.0	390.0	390.0	320.0	390.0	320.0	0.0	4720.0
online food delivery	320.0	260.0	390.0	320.0	320.0	320.0	260.0	390.0	590.0	390.0	260.0	320.0	320.0	23.0	4460.0
vegetarian food delivery	320.0	390.0	320.0	320.0	390.0	320.0	320.0	320.0	320.0	320.0	260.0	320.0	320.0	-18.0	4240.0
korean food delivery	260.0	210.0	260.0	210.0	320.0	260.0	260.0	320.0	320.0	320.0	260.0	260.0	210.0	0.0	3470.0
take away synonym	260.0	260.0	320.0	320.0	320.0	210.0	260.0	260.0	320.0	320.0	320.0	170.0	320.0	23.0	3660.0
fast food delivery	210.0	260.0	260.0	260.0	260.0	260.0	210.0	210.0	260.0	260.0	170.0	210.0	210.0	-19.0	3040.0
party food delivery	210.0	170.0	110.0	110.0	170.0	210.0	210.0	210.0	170.0	210.0	260.0	480.0	260.0	53.0	2780.0
take away food	210.0	210.0	170.0	210.0	260.0	210.0	210.0	210.0	210.0	260.0	210.0	210.0	210.0	0.0	2790.0
home delivery food	210.0	260.0	320.0	140.0	210.0	140.0	140.0	210.0	210.0	260.0	210.0	210.0	170.0	-35.0	2690.0
chinese food delivery	170.0	140.0	110.0	140.0	140.0	140.0	170.0	170.0	140.0	170.0	170.0	140.0	210.0	50.0	2010.0
sushi take away	170.0	140.0	90.0	90.0	140.0	110.0	140.0	170.0	210.0	140.0	170.0	260.0	170.0	21.0	2000.0
japanese food delivery	170.0	170.0	140.0	140.0	140.0	140.0	170.0	170.0	210.0	210.0	170.0	170.0	140.0	-18.0	2140.0
thai food delivery	140.0	110.0	110.0	140.0	170.0	170.0	170.0	170.0	170.0	110.0	90.0	110.0	110.0	0.0	1770.0
best food delivery	110.0	110.0	110.0	110.0	140.0	90.0	110.0	110.0	110.0	90.0	70.0	90.0	70.0	-36.0	1320.0
chinese delivery	90.0	50.0	70.0	110.0	70.0	90.0	70.0	90.0	70.0	70.0	90.0	90.0	90.0	80.0	1050.0
cheap food delivery	90.0	90.0	90.0	90.0	90.0	90.0	90.0	110.0	110.0	110.0	90.0	70.0	90.0	0.0	1210.0
food delivery cash	90.0	140.0	140.0	110.0	110.0	210.0	110.0	110.0	50.0	50.0	50.0	40.0	40.0	-71.0	1250.0
pizza takeaway	90.0	70.0	70.0	90.0	90.0	90.0	90.0	110.0	70.0	140.0	110.0	140.0	110.0	57.0	1270.0
food delivery companies	70.0	50.0	50.0	50.0	50.0	40.0	70.0	70.0	50.0	90.0	90.0	50.0	70.0	40.0	800.0
take aways	70.0	70.0	90.0	70.0	70.0	70.0	110.0	90.0	90.0	90.0	70.0	50.0	90.0	29.0	1030.0
order food delivery	50.0	40.0	50.0	70.0	90.0	70.0	50.0	40.0	50.0	50.0	70.0	50.0	30.0	-25.0	710.0
key takeaways meaning	50.0	30.0	20.0	20.0	70.0	50.0	70.0	50.0	40.0	50.0	50.0	50.0	70.0	133.0	620.0
food delivery now	40.0	40.0	50.0	50.0	50.0	50.0	50.0	40.0	50.0	20.0	30.0	40.0	30.0	-25.0	540.0
key take away	40.0	20.0	30.0	40.0	30.0	30.0	40.0	40.0	30.0	40.0	50.0	30.0	30.0	50.0	450.0
nandos takeaway	40.0	10.0	30.0	30.0	40.0	30.0	30.0	40.0	40.0	40.0	50.0	50.0	50.0	400.0	480.0
take away menu	40.0	50.0	70.0	20.0	40.0	50.0	50.0	10.0	20.0	50.0	40.0	50.0	50.0	0.0	540.0
takway	40.0	20.0	30.0	40.0	30.0	30.0	40.0	30.0	70.0	40.0	40.0	40.0	30.0	50.0	480.0
restaurant food delivery	30.0	20.0	10.0	30.0	20.0	30.0	30.0	20.0	30.0	20.0	10.0	70.0	30.0	50.0	350.0
food delivery london	30.0	30.0	30.0	40.0	20.0	30.0	30.0	30.0	30.0	50.0	40.0	20.0	20.0	-33.0	400.0
chinese food takeaway	30.0	30.0	40.0	30.0	40.0	30.0	30.0	20.0	30.0	30.0	20.0	40.0	40.0	33.0	410.0
indian takeaway	30.0	30.0	30.0	20.0	30.0	30.0	20.0	20.0	20.0	40.0	20.0	20.0	20.0	-33.0	330.0
best takeaway food	30.0	20.0	40.0	30.0	30.0	30.0	40.0	50.0	20.0	20.0	30.0	50.0	20.0	0.0	410.0
indian food takeaway	30.0	70.0	90.0	10.0	50.0	10.0	30.0	20.0	20.0	40.0	20.0	10.0	20.0	-71.0	420.0
define takeaway	30.0	30.0	30.0	20.0	30.0	20.0	40.0	30.0	30.0	40.0	30.0	20.0	30.0	0.0	380.0
pizza takeaway near me	30.0	20.0	10.0	10.0	30.0	20.0	20.0	50.0	30.0	30.0	20.0	50.0	20.0	0.0	340.0
take away or takeaway	20.0	20.0	20.0	10.0	20.0	20.0	30.0	30.0	20.0	20.0	20.0	10.0	20.0	0.0	260.0
sandwich takeaway	20.0	20.0	20.0	20.0	10.0	10.0	70.0	10.0	20.0	10.0	10.0	10.0	10.0	-50.0	240.0
pick up food	20.0	20.0	20.0	30.0	30.0	30.0	20.0	20.0	20.0	20.0	30.0	20.0	20.0	0.0	300.0
golf takeaway	20.0	20.0	10.0	10.0	10.0	20.0	10.0	20.0	30.0	20.0	10.0	20.0	20.0	0.0	220.0
curry takeaway	20.0	40.0	50.0	10.0	40.0	10.0	10.0	10.0	10.0	20.0	10.0	10.0	10.0	-75.0	250.0
main takeaways	20.0	10.0	20.0	20.0	10.0	10.0	20.0	30.0	10.0	20.0	20.0	10.0	10.0	0.0	210.0
take away 中文	20.0	20.0	30.0	20.0	20.0	20.0	20.0	20.0	30.0	30.0	30.0	20.0	20.0	0.0	300.0
food delivery websites	20.0	30.0	10.0	10.0	10.0	10.0	20.0	10.0	30.0	10.0	20.0	20.0	30.0	0.0	230.0
key takeaways synonym	20.0	10.0	20.0	20.0	20.0	20.0	20.0	10.0	10.0	10.0	20.0	10.0	10.0	0.0	200.0
order takeaway	20.0	10.0	10.0	10.0	20.0	20.0	20.0	20.0	20.0	10.0	20.0	30.0	20.0	100.0	230.0
italian food delivery	20.0	20.0	10.0	10.0	20.0	10.0	20.0	30.0	30.0	10.0	20.0	20.0	10.0	-50.0	230.0
food delivery uk	20.0	10.0	20.0	20.0	30.0	30.0	20.0	30.0	30.0	30.0	30.0	20.0	10.0	0.0	300.0
take away message	20.0	10.0	10.0	10.0	20.0	10.0	20.0	30.0	20.0	20.0	10.0	10.0	20.0	100.0	210.0
take away points	20.0	10.0	20.0	20.0	20.0	20.0	20.0	10.0	30.0	30.0	30.0	10.0	20.0	100.0	260.0
breakfast takeaway	20.0	10.0	10.0	20.0	10.0	30.0	30.0	30.0	20.0	30.0	40.0	10.0	20.0	100.0	280.0
take it away	20.0	10.0	10.0	30.0	10.0	20.0	30.0	30.0	50.0	20.0	20.0	30.0	30.0	200.0	310.0
local food delivery	20.0	30.0	40.0	20.0	20.0	20.0	20.0	10.0	20.0	10.0	20.0	10.0	20.0	-33.0	260.0
lunch takeaway	20.0	20.0	20.0	10.0	10.0	10.0	10.0	10.0	10.0	30.0	20.0	20.0	10.0	-50.0	200.0
meeting takeaways	20.0	20.0	30.0	20.0	20.0	10.0	30.0	20.0	30.0	30.0	30.0	10.0	10.0	-50.0	280.0
another word for take away	20.0	20.0	20.0	20.0	30.0	20.0	20.0	20.0	30.0	20.0	20.0	20.0	20.0	0.0	280.0
take away only	10.0	10.0	0.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	0.0	0.0	-100.0	90.0
take away france	10.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
take away from	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	10.0	10.0	10.0	0.0	140.0
take away game	10.0	10.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0	10.0	10.0	0.0	0.0	-100.0	60.0
british take away	10.0	10.0	0.0	10.0	0.0	10.0	10.0	0.0	10.0	10.0	0.0	0.0	10.0	0.0	80.0
dinner take out	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
british food takeaway	10.0	10.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	40.0
takeawayz	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
vietnammm food delivery	10.0	10.0	10.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	60.0
what takeaway	10.0	10.0	10.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	-100.0	60.0
british food delivery	10.0	0.0	10.0	0.0	0.0	10.0	10.0	0.0	10.0	0.0	10.0	0.0	10.0	0.0	70.0
food delivery in	10.0	0.0	0.0	0.0	10.0	10.0	0.0	10.0	0.0	10.0	10.0	10.0	0.0	-100.0	70.0
takeaway food shop	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	0.0	110.0
best take out food	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
take one takeaway	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
lunchtime food delivery	10.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
nice takeaways	10.0	10.0	10.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	0.0	10.0	0.0	60.0
no take away	10.0	10.0	0.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	-100.0	100.0
what does takeaway mean	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
takeaway food menu	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
take away food london	10.0	10.0	0.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	40.0
take away food service	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	10.0	0.0	10.0	10.0	0.0	60.0
take out service	10.0	0.0	0.0	10.0	10.0	0.0	10.0	0.0	10.0	10.0	10.0	10.0	0.0	-100.0	80.0
takeaways in uk	10.0	0.0	0.0	0.0	10.0	0.0	10.0	10.0	0.0	0.0	0.0	0.0	0.0	-100.0	40.0
take away or	10.0	0.0	0.0	10.0	0.0	0.0	10.0	0.0	10.0	10.0	0.0	10.0	0.0	-100.0	60.0
take away food order	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	20.0
home delivery takeaway near me	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	30.0
takeaways in my location	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	-100.0	20.0
closest food delivery	10.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
best take away	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	120.0
jersey takeaway	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
take away s	10.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
take out uk	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	10.0	0.0	-100.0	30.0
key take away meaning	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	0.0	120.0
online takeaway website	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
takeaway restaurants nearby	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	10.0	0.0	30.0
british takeaway	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
to go take away	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	0.0	110.0
takeaway is	10.0	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	10.0	0.0	0.0	0.0	-100.0	40.0
take away new york	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	10.0	0.0	10.0	0.0	50.0
word for take away	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	0.0	10.0	0.0	100.0
takeaway stores near me	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	-100.0	20.0
to take away	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	0.0	10.0	0.0	110.0
oxford takeaways	10.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0	0.0	10.0	0.0	40.0
places to take away near me	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	30.0
take away film	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
food delivery ipo	10.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	0.0	10.0	10.0	0.0	10.0	0.0	60.0
takeawa	10.0	10.0	10.0	10.0	10.0	0.0	10.0	30.0	10.0	10.0	10.0	10.0	10.0	0.0	140.0
internet food delivery	10.0	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	0.0	-100.0	40.0
american takeaway food	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
take away time	10.0	10.0	0.0	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	-100.0	40.0
chicken takeaway delivery	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	-100.0	20.0
to take away from	10.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	-100.0	50.0
the takeaway	10.0	10.0	10.0	20.0	10.0	10.0	10.0	20.0	10.0	10.0	10.0	10.0	10.0	0.0	150.0
takeaway for you	10.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	40.0
takeaways near my location	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	30.0
takeaway in american english	10.0	0.0	10.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	30.0
some takeaways	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	0.0	110.0
take away english	10.0	0.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	0.0	100.0
healthy take away food	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	10.0	0.0	-100.0	40.0
take away service	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
the big takeaway	10.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
good takeaways	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
today's take away	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	120.0
traduction take away	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
food delivery ireland	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	0.0	0.0	10.0	10.0	0.0	100.0
take away notes	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	0.0	10.0	10.0	0.0	0.0	-100.0	90.0
take away 4	10.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	10.0	10.0	10.0	0.0	0.0	-100.0	60.0
